Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
889-04-9723,B,Mandalay,Member,Female,Food and beverages,376.3,4,17.828,374.388,2019-01-07,12:20:00,Credit card,356.56,4.761904762,17.828,7
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,377.3,10,18.775,394.275,2019-03-08,20:01:00,Credit card,375.5,4.761904762,18.775,8
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,378.3,10,47.72,1002.12,2019-01-09,13:45:00,Cash,954.4,4.761904762,47.72,8
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,379.3,3,4.125,86.625,2019-03-01,15:40:00,Ewallet,82.5,4.761904762,4.125,6
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,380.3,1,3.7485,78.7185,2019-03-16,16:58:00,Cash,74.97,4.761904762,3.7485,5
612-36-5536,A,Yangon,Member,Male,Food and beverages,381.3,8,32.384,680.064,2019-02-17,11:12:00,Credit card,647.68,4.761904762,32.384,7
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,382.3,8,37.788,793.548,2019-02-27,15:12:00,Cash,755.76,4.761904762,37.788,7
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,383.3,2,9.979,209.559,2019-03-07,20:37:00,Ewallet,199.58,4.761904762,9.979,9
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,384.3,6,21.966,461.286,2019-01-21,17:44:00,Cash,439.32,4.761904762,21.966,8
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,385.3,4,8.248,173.208,2019-02-19,16:23:00,Cash,164.96,4.761904762,8.248,4
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,386.3,4,16.336,343.056,2019-01-06,12:12:00,Cash,326.72,4.761904762,16.336,8
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,387.3,9,23.094,484.974,2019-03-14,19:33:00,Cash,461.88,4.761904762,23.094,8
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,388.3,4,13.188,276.948,2019-03-24,10:29:00,Cash,263.76,4.761904762,13.188,9
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,389.3,10,7.18,150.78,2019-01-27,14:28:00,Cash,143.6,4.761904762,7.18,8
254-31-0042,A,Yangon,Member,Male,Electronic accessories,390.3,9,9.675,203.175,2019-03-06,12:46:00,Credit card,193.5,4.761904762,9.675,6
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,391.3,7,9.191,193.011,2019-02-02,19:40:00,Cash,183.82,4.761904762,9.191,6
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,392.3,2,6.096,128.016,2019-01-25,19:39:00,Credit card,121.92,4.761904762,6.096,5
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,393.3,6,21.033,441.693,2019-03-14,17:54:00,Ewallet,420.66,4.761904762,21.033,7
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,394.3,6,12.624,265.104,2019-01-29,12:25:00,Cash,252.48,4.761904762,12.624,8
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,395.3,5,16.7725,352.2225,2019-01-03,16:47:00,Credit card,335.45,4.761904762,16.7725,8
667-23-5919,A,Yangon,Member,Female,Fashion accessories,396.3,5,24.175,507.675,2019-01-14,12:52:00,Ewallet,483.5,4.761904762,24.175,6
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,397.3,9,15.921,334.341,2019-01-05,19:50:00,Credit card,318.42,4.761904762,15.921,5
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,398.3,7,33.4215,701.8515,2019-02-22,18:17:00,Ewallet,668.43,4.761904762,33.4215,3
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,399.3,4,19.396,407.316,2019-02-06,17:20:00,Ewallet,387.92,4.761904762,19.396,8
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,400.3,4,4.73,99.33,2019-01-30,13:32:00,Credit card,94.6,4.761904762,4.73,5
289-15-7034,A,Yangon,Member,Male,Sports and travel,401.3,4,16.466,345.786,2019-01-11,10:37:00,Credit card,329.32,4.761904762,16.466,3
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,402.3,2,2.661,55.881,2019-03-19,14:35:00,Cash,53.22,4.761904762,2.661,6
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,403.3,5,24.9225,523.3725,2019-01-14,12:09:00,Cash,498.45,4.761904762,24.9225,7
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,404.3,4,14.978,314.538,2019-03-01,15:32:00,Ewallet,299.56,4.761904762,14.978,5
662-72-2873,A,Yangon,Normal,Female,Food and beverages,405.3,5,10.235,214.935,2019-01-06,13:58:00,Ewallet,204.7,4.761904762,10.235,9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,406.3,1,3.791,79.611,2019-01-31,13:19:00,Cash,75.82,4.761904762,3.791,7
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,407.3,6,14.031,294.651,2019-03-11,13:37:00,Cash,280.62,4.761904762,14.031,5
725-56-0833,A,Yangon,Normal,Female,Health and beauty,408.3,10,16.16,339.36,2019-02-20,16:49:00,Credit card,323.2,4.761904762,16.16,9
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,409.3,9,24.3315,510.9615,2019-01-27,14:55:00,Ewallet,486.63,4.761904762,24.3315,5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,410.3,7,6.377,133.917,2019-03-10,14:04:00,Credit card,127.54,4.761904762,6.377,7
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,411.3,3,12.072,253.512,2019-02-15,12:31:00,Cash,241.44,4.761904762,12.072,8
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,412.3,10,18.975,398.475,2019-01-26,14:51:00,Cash,379.5,4.761904762,18.975,8
563-36-9814,A,Yangon,Member,Male,Electronic accessories,413.3,1,3.841,80.661,2019-02-13,18:27:00,Ewallet,76.82,4.761904762,3.841,6
308-47-4913,A,Yangon,Member,Female,Sports and travel,414.3,10,26.13,548.73,2019-03-09,12:45:00,Credit card,522.6,4.761904762,26.13,5
885-17-6250,A,Yangon,Normal,Female,Health and beauty,415.3,1,3.987,83.727,2019-03-06,10:36:00,Ewallet,79.74,4.761904762,3.987,7
726-27-2396,A,Yangon,Normal,Female,Health and beauty,416.3,7,19.375,406.875,2019-01-24,20:36:00,Ewallet,387.5,4.761904762,19.375,7
316-01-3952,A,Yangon,Normal,Female,Food and beverages,417.3,5,13.5675,284.9175,2019-03-13,14:16:00,Ewallet,271.35,4.761904762,13.5675,9
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,418.3,9,6.1155,128.4255,2019-03-15,10:26:00,Cash,122.31,4.761904762,6.1155,8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,419.3,6,12.318,258.678,2019-03-05,13:30:00,Credit card,246.36,4.761904762,12.318,4
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,420.3,9,8.658,181.818,2019-03-04,16:28:00,Cash,173.16,4.761904762,8.658,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,421.3,6,11.829,248.409,2019-03-25,20:18:00,Credit card,236.58,4.761904762,11.829,8
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,422.3,4,9.244,194.124,2019-03-12,20:04:00,Credit card,184.88,4.761904762,9.244,9
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,423.3,1,0.699,14.679,2019-02-04,13:38:00,Ewallet,13.98,4.761904762,0.699,8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,424.3,5,9.9375,208.6875,2019-02-22,10:43:00,Ewallet,198.75,4.761904762,9.9375,6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,425.3,7,34.2265,718.7565,2019-02-16,17:30:00,Ewallet,684.53,4.761904762,34.2265,6
882-40-4577,A,Yangon,Member,Male,Sports and travel,426.3,4,13.452,282.492,2019-01-19,15:28:00,Credit card,269.04,4.761904762,13.452,5
732-67-5346,A,Yangon,Normal,Male,Food and beverages,427.3,5,3.4475,72.3975,2019-01-11,19:07:00,Credit card,68.95,4.761904762,3.4475,7
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,428.3,4,13.742,288.582,2019-01-04,19:01:00,Cash,274.84,4.761904762,13.742,8
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,429.3,4,11.306,237.426,2019-03-04,19:48:00,Ewallet,226.12,4.761904762,11.306,8
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,430.3,5,5.955,125.055,2019-01-28,19:24:00,Ewallet,119.1,4.761904762,5.955,6
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,431.3,10,17.105,359.205,2019-01-02,13:00:00,Cash,342.1,4.761904762,17.105,5
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,432.3,2,2.187,45.927,2019-01-25,14:29:00,Ewallet,43.74,4.761904762,2.187,3
132-23-6451,A,Yangon,Member,Male,Health and beauty,433.3,5,5.2425,110.0925,2019-01-04,13:21:00,Cash,104.85,4.761904762,5.2425,8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,434.3,3,3.876,81.396,2019-03-10,18:55:00,Ewallet,77.52,4.761904762,3.876,5
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,435.3,8,20.372,427.812,2019-03-22,19:36:00,Ewallet,407.44,4.761904762,20.372,3
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,436.3,1,4.8055,100.9155,2019-01-25,16:28:00,Ewallet,96.11,4.761904762,4.8055,6
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,437.3,4,9.076,190.596,2019-01-08,13:48:00,Credit card,181.52,4.761904762,9.076,7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,438.3,1,4.0755,85.5855,2019-01-22,10:57:00,Ewallet,81.51,4.761904762,4.0755,5
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,439.3,2,5.722,120.162,2019-01-12,17:13:00,Ewallet,114.44,4.761904762,5.722,9
745-71-3520,A,Yangon,Member,Female,Electronic accessories,440.3,7,8.827,185.367,2019-02-04,10:23:00,Cash,176.54,4.761904762,8.827,7
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,441.3,3,5.79,121.59,2019-03-28,13:57:00,Ewallet,115.8,4.761904762,5.79,5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,442.3,3,12.6075,264.7575,2019-01-23,13:29:00,Cash,252.15,4.761904762,12.6075,9
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,443.3,10,48.605,1020.705,2019-02-08,13:00:00,Credit card,972.1,4.761904762,48.605,5
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,444.3,8,10.168,213.528,2019-03-19,19:42:00,Credit card,203.36,4.761904762,10.168,7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,445.3,1,0.814,17.094,2019-03-09,15:36:00,Cash,16.28,4.761904762,0.814,8
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,446.3,9,18.2745,383.7645,2019-01-02,13:40:00,Cash,365.49,4.761904762,18.2745,8
269-10-8440,A,Yangon,Member,Male,Health and beauty,447.3,7,18.6095,390.7995,2019-01-21,18:01:00,Cash,372.19,4.761904762,18.6095,6
650-98-6268,B,Mandalay,Member,Female,Food and beverages,448.3,3,3.1305,65.7405,2019-03-20,13:53:00,Credit card,62.61,4.761904762,3.1305,5
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,449.3,5,16.8175,353.1675,2019-02-27,17:27:00,Cash,336.35,4.761904762,16.8175,7
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,450.3,10,45.325,951.825,2019-03-08,10:53:00,Ewallet,906.5,4.761904762,45.325,7
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,451.3,2,6.908,145.068,2019-01-31,19:48:00,Credit card,138.16,4.761904762,6.908,9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,452.3,2,4.327,90.867,2019-03-08,16:53:00,Ewallet,86.54,4.761904762,4.327,8
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,453.3,6,7.038,147.798,2019-01-13,19:14:00,Ewallet,140.76,4.761904762,7.038,4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,454.3,7,33.439,702.219,2019-03-09,14:36:00,Credit card,668.78,4.761904762,33.439,8
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,455.3,1,2.372,49.812,2019-02-22,18:19:00,Credit card,47.44,4.761904762,2.372,8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,456.3,9,44.658,937.818,2019-03-19,19:09:00,Ewallet,893.16,4.761904762,44.658,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,457.3,4,16.586,348.306,2019-01-20,16:51:00,Ewallet,331.72,4.761904762,16.586,8
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,458.3,6,10.197,214.137,2019-03-08,15:37:00,Credit card,203.94,4.761904762,10.197,6
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,459.3,4,3.408,71.568,2019-03-08,20:15:00,Ewallet,68.16,4.761904762,3.408,6
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,460.3,8,16.344,343.224,2019-02-07,14:38:00,Credit card,326.88,4.761904762,16.344,5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,461.3,5,4.36,91.56,2019-01-15,19:25:00,Cash,87.2,4.761904762,4.36,7
394-30-3170,B,Mandalay,Member,Female,Sports and travel,462.3,8,35.372,742.812,2019-03-22,19:35:00,Credit card,707.44,4.761904762,35.372,8
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,463.3,9,40.1445,843.0345,2019-01-15,15:42:00,Credit card,802.89,4.761904762,40.1445,8
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,464.3,1,0.639,13.419,2019-01-08,14:11:00,Ewallet,12.78,4.761904762,0.639,6
301-11-9629,A,Yangon,Normal,Female,Sports and travel,465.3,7,6.685,140.385,2019-01-15,10:43:00,Cash,133.7,4.761904762,6.685,5
390-80-5128,B,Mandalay,Member,Female,Health and beauty,466.3,1,0.9575,20.1075,2019-01-28,17:58:00,Credit card,19.15,4.761904762,0.9575,3
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,467.3,10,13.83,290.43,2019-02-14,11:26:00,Credit card,276.6,4.761904762,13.83,8
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,468.3,3,6.861,144.081,2019-03-10,17:38:00,Credit card,137.22,4.761904762,6.861,5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,469.3,1,1.3535,28.4235,2019-01-12,20:07:00,Credit card,27.07,4.761904762,1.3535,3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,470.3,1,1.956,41.076,2019-03-26,11:02:00,Credit card,39.12,4.761904762,1.956,6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,471.3,6,22.413,470.673,2019-01-01,19:07:00,Cash,448.26,4.761904762,22.413,7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,472.3,6,6.603,138.663,2019-01-02,18:50:00,Cash,132.06,4.761904762,6.603,5
727-17-0390,A,Yangon,Normal,Female,Food and beverages,473.3,5,15.9025,333.9525,2019-03-16,12:43:00,Ewallet,318.05,4.761904762,15.9025,9
568-88-3448,A,Yangon,Normal,Male,Health and beauty,474.3,1,1.25,26.25,2019-03-03,15:09:00,Ewallet,25,4.761904762,1.25,7
187-83-5490,A,Yangon,Member,Male,Electronic accessories,475.3,4,4.154,87.234,2019-01-31,13:47:00,Cash,83.08,4.761904762,4.154,5
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,476.3,5,7.39,155.19,2019-02-13,16:59:00,Cash,147.8,4.761904762,7.39,9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,477.3,9,34.83,731.43,2019-02-15,14:15:00,Credit card,696.6,4.761904762,34.83,5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,478.3,10,39.695,833.595,2019-02-07,20:24:00,Cash,793.9,4.761904762,39.695,7
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,479.3,10,23.285,488.985,2019-01-27,13:58:00,Cash,465.7,4.761904762,23.285,8
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,480.3,1,1.7945,37.6845,2019-02-23,16:52:00,Credit card,35.89,4.761904762,1.7945,8
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,481.3,5,10.13,212.73,2019-02-03,15:19:00,Cash,202.6,4.761904762,10.13,6
234-03-4040,B,Mandalay,Member,Female,Food and beverages,482.3,10,36.525,767.025,2019-03-03,12:25:00,Credit card,730.5,4.761904762,36.525,5
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,483.3,4,14.79,310.59,2019-02-03,10:02:00,Cash,295.8,4.761904762,14.79,7
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,484.3,1,1.131,23.751,2019-03-17,18:58:00,Cash,22.62,4.761904762,1.131,7
470-32-9057,A,Yangon,Member,Male,Food and beverages,485.3,5,12.835,269.535,2019-03-28,15:31:00,Credit card,256.7,4.761904762,12.835,9
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,486.3,10,27.275,572.775,2019-03-02,11:22:00,Credit card,545.5,4.761904762,27.275,8
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,487.3,7,13.0025,273.0525,2019-02-08,13:12:00,Credit card,260.05,4.761904762,13.0025,4
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,488.3,6,11.106,233.226,2019-03-22,18:33:00,Cash,222.12,4.761904762,11.106,8
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,489.3,1,1.079,22.659,2019-02-09,10:02:00,Ewallet,21.58,4.761904762,1.079,8
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,490.3,1,4.942,103.782,2019-02-15,11:21:00,Cash,98.84,4.761904762,4.942,9
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,491.3,6,25.131,527.751,2019-01-23,12:10:00,Ewallet,502.62,4.761904762,25.131,8
340-21-9136,A,Yangon,Member,Female,Sports and travel,492.3,4,8.01,168.21,2019-01-25,11:40:00,Cash,160.2,4.761904762,8.01,6
405-31-3305,A,Yangon,Member,Male,Fashion accessories,493.3,10,21.565,452.865,2019-02-02,18:31:00,Credit card,431.3,4.761904762,21.565,6
731-59-7531,B,Mandalay,Member,Male,Health and beauty,494.3,8,29.028,609.588,2019-03-30,17:58:00,Cash,580.56,4.761904762,29.028,5
676-39-6028,A,Yangon,Member,Female,Electronic accessories,495.3,5,16.11,338.31,2019-03-30,17:04:00,Cash,322.2,4.761904762,16.11,7
502-05-1910,A,Yangon,Normal,Male,Health and beauty,496.3,3,9.777,205.317,2019-02-25,20:35:00,Credit card,195.54,4.761904762,9.777,8
485-30-8700,A,Yangon,Normal,Female,Sports and travel,497.3,5,8.315,174.615,2019-03-18,16:10:00,Credit card,166.3,4.761904762,8.315,8
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,498.3,4,16.814,353.094,2019-03-07,16:54:00,Ewallet,336.28,4.761904762,16.814,6
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,499.3,10,17.185,360.885,2019-03-16,10:11:00,Ewallet,343.7,4.761904762,17.185,5
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,500.3,1,1.93,40.53,2019-01-29,11:26:00,Ewallet,38.6,4.761904762,1.93,3
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,501.3,8,26.388,554.148,2019-02-02,20:29:00,Cash,527.76,4.761904762,26.388,8
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,502.3,10,16.4,344.4,2019-02-15,12:12:00,Cash,328,4.761904762,16.4,5
674-15-9296,A,Yangon,Normal,Male,Sports and travel,503.3,5,9.285,194.985,2019-01-08,13:05:00,Ewallet,185.7,4.761904762,9.285,3
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,504.3,10,30.19,633.99,2019-02-12,16:19:00,Cash,603.8,4.761904762,30.19,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,505.3,10,18.49,388.29,2019-01-01,19:48:00,Credit card,369.8,4.761904762,18.49,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,506.3,4,9.898,207.858,2019-03-21,15:25:00,Ewallet,197.96,4.761904762,9.898,5
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,507.3,10,20.545,431.445,2019-02-28,14:42:00,Cash,410.9,4.761904762,20.545,9
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,508.3,4,7.43,156.03,2019-03-23,18:59:00,Ewallet,148.6,4.761904762,7.43,7
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,509.3,1,1.148,24.108,2019-01-30,20:47:00,Cash,22.96,4.761904762,1.148,6
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,510.3,9,34.956,734.076,2019-02-04,13:21:00,Ewallet,699.12,4.761904762,34.956,7
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,511.3,2,3.47,72.87,2019-03-13,19:48:00,Ewallet,69.4,4.761904762,3.47,6
510-09-5628,A,Yangon,Member,Female,Fashion accessories,512.3,10,9.83,206.43,2019-03-15,18:20:00,Credit card,196.6,4.761904762,9.83,7
608-04-3797,B,Mandalay,Member,Female,Health and beauty,513.3,8,10.128,212.688,2019-03-05,20:24:00,Ewallet,202.56,4.761904762,10.128,6
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,514.3,10,6.06,127.26,2019-03-05,13:44:00,Credit card,121.2,4.761904762,6.06,9
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,515.3,2,9.989,209.769,2019-02-26,11:48:00,Ewallet,199.78,4.761904762,9.989,4
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,516.3,8,30.368,637.728,2019-03-20,14:14:00,Cash,607.36,4.761904762,30.368,6
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,517.3,2,6.322,132.762,2019-01-01,15:51:00,Cash,126.44,4.761904762,6.322,4
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,518.3,6,27.072,568.512,2019-01-27,11:17:00,Cash,541.44,4.761904762,27.072,8
401-18-8016,B,Mandalay,Member,Female,Sports and travel,519.3,1,4.9065,103.0365,2019-01-21,17:36:00,Cash,98.13,4.761904762,4.9065,5
420-18-8989,A,Yangon,Member,Female,Sports and travel,520.3,8,20.608,432.768,2019-02-02,15:47:00,Cash,412.16,4.761904762,20.608,8
277-63-2961,B,Mandalay,Member,Male,Sports and travel,521.3,1,3.6985,77.6685,2019-02-03,15:53:00,Credit card,73.97,4.761904762,3.6985,9
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,522.3,1,1.595,33.495,2019-01-05,12:40:00,Ewallet,31.9,4.761904762,1.595,4
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,523.3,2,6.94,145.74,2019-01-27,19:48:00,Ewallet,138.8,4.761904762,6.94,7
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,524.3,2,9.331,195.951,2019-03-25,17:53:00,Cash,186.62,4.761904762,9.331,8
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,525.3,1,4.4225,92.8725,2019-02-25,16:36:00,Credit card,88.45,4.761904762,4.4225,2
726-29-6793,A,Yangon,Member,Male,Electronic accessories,526.3,8,9.672,203.112,2019-01-28,20:54:00,Ewallet,193.44,4.761904762,9.672,2
387-49-4215,B,Mandalay,Member,Female,Sports and travel,527.3,3,7.275,152.775,2019-01-08,12:50:00,Cash,145.5,4.761904762,7.275,6
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,528.3,6,25.215,529.515,2019-01-29,10:48:00,Credit card,504.3,4.761904762,25.215,7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,529.3,5,15.3225,321.7725,2019-03-29,14:28:00,Cash,306.45,4.761904762,15.3225,9
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,530.3,6,4.785,100.485,2019-02-09,17:15:00,Credit card,95.7,4.761904762,4.785,8
347-72-6115,B,Mandalay,Member,Female,Sports and travel,531.3,7,31.759,666.939,2019-01-16,18:03:00,Credit card,635.18,4.761904762,31.759,4
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,532.3,5,10.7275,225.2775,2019-01-05,17:29:00,Ewallet,214.55,4.761904762,10.7275,8
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,533.3,7,18.998,398.958,2019-01-27,18:05:00,Ewallet,379.96,4.761904762,18.998,8
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,534.3,7,34.8425,731.6925,2019-03-14,12:07:00,Cash,696.85,4.761904762,34.8425,9
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,535.3,7,20.4365,429.1665,2019-02-23,19:49:00,Credit card,408.73,4.761904762,20.4365,8
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,536.3,1,2.5735,54.0435,2019-03-18,15:52:00,Ewallet,51.47,4.761904762,2.5735,6
425-85-2085,B,Mandalay,Member,Male,Health and beauty,537.3,5,13.715,288.015,2019-03-29,16:48:00,Ewallet,274.3,4.761904762,13.715,6
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,538.3,5,9.8475,206.7975,2019-01-22,20:46:00,Credit card,196.95,4.761904762,9.8475,5
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,539.3,2,3.473,72.933,2019-03-01,18:14:00,Ewallet,69.46,4.761904762,3.473,7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,540.3,5,17.98,377.58,2019-01-17,15:05:00,Credit card,359.6,4.761904762,17.98,8
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,541.3,3,6.8565,143.9865,2019-03-26,10:34:00,Credit card,137.13,4.761904762,6.8565,8
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,542.3,6,24.951,523.971,2019-03-20,11:23:00,Cash,499.02,4.761904762,24.951,6
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,543.3,6,11.232,235.872,2019-02-06,13:55:00,Credit card,224.64,4.761904762,11.232,5
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,544.3,2,6.287,132.027,2019-01-01,11:43:00,Cash,125.74,4.761904762,6.287,3
534-01-4457,A,Yangon,Normal,Male,Food and beverages,545.3,6,24.513,514.773,2019-01-27,14:36:00,Credit card,490.26,4.761904762,24.513,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,546.3,5,22.8525,479.9025,2019-02-25,16:03:00,Ewallet,457.05,4.761904762,22.8525,5
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,547.3,4,7.842,164.682,2019-01-16,20:03:00,Credit card,156.84,4.761904762,7.842,3
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,548.3,2,5.986,125.706,2019-01-13,14:55:00,Ewallet,119.72,4.761904762,5.986,6
827-44-5872,B,Mandalay,Member,Female,Food and beverages,549.3,10,27.18,570.78,2019-02-07,11:28:00,Credit card,543.6,4.761904762,27.18,7
827-77-7633,A,Yangon,Normal,Male,Sports and travel,550.3,9,44.1405,926.9505,2019-02-17,19:41:00,Cash,882.81,4.761904762,44.1405,5
287-83-1405,A,Yangon,Normal,Male,Health and beauty,551.3,6,7.629,160.209,2019-02-12,19:01:00,Ewallet,152.58,4.761904762,7.629,9
435-13-4908,A,Yangon,Member,Male,Fashion accessories,552.3,8,34.672,728.112,2019-01-24,18:04:00,Credit card,693.44,4.761904762,34.672,7
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,553.3,10,11.475,240.975,2019-02-06,19:20:00,Ewallet,229.5,4.761904762,11.475,6
